candidate_id,family,symbol,threshold,periods_per_year,observation_count,trade_count,position_change_count,total_trading_sides,average_absolute_exposure,long_exposure_fraction,short_exposure_fraction,flat_fraction,total_transaction_cost,total_spread_cost,total_commission_cost,gross_total_return,gross_annual_return,gross_annual_volatility,gross_sharpe,gross_max_drawdown,gross_calmar,net_total_return,net_annual_return,net_annual_volatility,net_sharpe,net_max_drawdown,net_calmar,cost_to_gross_profit_ratio,trade_win_rate,average_net_trade_return,median_net_trade_return,average_holding_hours,maximum_holding_hours,lookback,entry_z,fast_window,slow_window,window,num_std,exit_z,entry_band,span,exit_num_std,num_atr,expansion_multiple,atr_multiple,exit_atr_multiple,fast_span,slow_span,signal_span,return_threshold,volume_ratio,corr_window,adx_threshold
carry__GBPUSD__threshold-0,carry,GBPUSD,0.0,6225.189415041783,41301,8,8,15.0,0.9999757875111984,0.3200648894699886,0.6799108980412096,2.4212488801723928e-05,0.0012160860497032,0.0004660860497032,0.00075,-0.0767622997007784,-0.0119662015266327,0.0910124833238853,-0.086786078343218,-0.3086752097592399,-0.0387663186038364,-0.0778852960185336,-0.0121474411017766,0.0910141674612046,-0.0887984160653758,-0.3092389194462744,-0.03928173440629,8.075312865802464e-05,0.5,-0.0089569000169085,0.0036477182927956,7269.8125,19773.25,,,,,,,,,,,,,,,,,,,,,
carry__GBPUSD__threshold-0p25,carry,GBPUSD,0.25,6225.189415041783,41301,6,12,12.0,0.2749570228323769,0.0619839713324132,0.2129730514999636,0.7250429771676231,0.0010104896138692,0.0004104896138692,0.0006,-0.1357047593053636,-0.0217423545636793,0.0632020439520984,-0.3162357006513617,-0.2562447794796767,-0.0848499415591168,-0.1365777535230707,-0.02189135270437,0.0632022393914963,-0.3186445804162552,-0.2566277183400683,-0.0853039291545306,0.0001967589077945,0.1666666666666666,-0.0232378733012684,-0.0284001286528961,2690.6666666666665,8805.25,,,,,,,,,,,,,,,,,,,,,
carry__GBPUSD__threshold-0p5,carry,GBPUSD,0.5,6225.189415041783,41301,2,4,4.0,0.1502869179923004,0.0,0.1502869179923004,0.8497130820076996,0.0003183583319511,0.0001183583319511,0.0002,-0.0030101262500119,-0.0004542893020169,0.0496591607891187,0.0156444353467621,-0.1888429337683621,-0.0024056462847278,-0.0033275976635505,-0.0005022700786091,0.0496595316571299,0.0146780326953646,-0.1888429337683619,-0.0026597239758265,0.0001049083777124,0.5,-0.0009612226112434,-0.0009612226112434,4367.125,7296.0,,,,,,,,,,,,,,,,,,,,,
carry__GBPUSD__threshold-0p75,carry,GBPUSD,0.75,6225.859956461372,41434,2,4,4.0,0.0740454699039436,0.0,0.0740454699039436,0.9259545300960564,0.0003670504602998,0.0001670504602998,0.0002,-0.0665666018722868,-0.0102973540504529,0.035183251723255,-0.276582870809033,-0.1251498678459576,-0.0822801831730864,-0.0669087959006049,-0.0103518800909414,0.0351815956470641,-0.2781635532459121,-0.1251498678459568,-0.0827158691344626,0.0002366361099409,0.5,-0.0316918915134663,-0.0316918915134663,2172.625,2907.0,,,,,,,,,,,,,,,,,,,,,
carry__GBPUSD__threshold-1,carry,GBPUSD,1.0,6225.859956461372,41434,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carry__USDJPY__threshold-0,carry,USDJPY,0.0,6225.189415041783,41301,1,1,1.0,0.9999757875111984,0.9999757875111984,0.0,2.4212488801723928e-05,5.46009165025239e-05,4.600916502523897e-06,5e-05,0.461739434416998,0.0588889328173007,0.0928970405502042,0.6624633412207563,-0.1593767221153456,0.3694951937503216,0.4616596008058671,0.0588802157922205,0.0928970674798869,0.6623745581142846,-0.1593767221153433,0.3694404992819972,3.630840609544564e-06,1.0,0.4616596008058671,0.4616596008058671,58158.0,58158.0,,,,,,,,,,,,,,,,,,,,,
carry__USDJPY__threshold-0p25,carry,USDJPY,0.25,6225.189415041783,41301,2,3,3.0,0.697949202198494,0.697949202198494,0.0,0.302050797801506,0.000183420141565,3.342014156503531e-05,0.00015,0.2866459854047478,0.0387199505712345,0.0870483709304716,0.4800038799155159,-0.1593767221153456,0.2429460843297542,0.2864101216808239,0.0386912476322729,0.0870482227541322,0.4796870979993244,-0.1593767221153438,0.2427659894038439,1.5565019770611964e-05,0.5,0.1449335884546767,0.1449335884546767,20319.0,38478.0,,,,,,,,,,,,,,,,,,,,,
carry__USDJPY__threshold-0p5,carry,USDJPY,0.5,6225.189415041783,41301,2,3,3.0,0.6858671702864337,0.6858671702864337,0.0,0.3141328297135662,0.0002000891118765,5.008911187659508e-05,0.00015,0.2096973489722904,0.0291096308113314,0.0864236840547712,0.3752930356934425,-0.1593767221153459,0.1826466903382784,0.2094554812512208,0.0290786143887609,0.0864234613752657,0.37494503612424,-0.1593767221153449,0.1824520795936309,1.7336766030085428e-05,0.5,0.1060181670710815,0.1060181670710815,19948.5,37737.0,,,,,,,,,,,,,,,,,,,,,
carry__USDJPY__threshold-0p75,carry,USDJPY,0.75,6225.859956461372,41434,2,3,3.0,0.6740599507650722,0.6740599507650722,0.0,0.3259400492349278,0.0001954381912345,4.543819123456519e-05,0.00015,0.2175362379905134,0.0300172146921502,0.0832064003182379,0.3971135922016079,-0.1593767221153474,0.1883412727639457,0.2172984648771538,0.0299869870790532,0.0832061691801325,0.3967617589895967,-0.159376722115344,0.1881516113585964,1.764472751239518e-05,0.5,0.1101015349232014,0.1101015349232014,19678.125,37918.0,,,,,,,,,,,,,,,,,,,,,
carry__USDJPY__threshold-1,carry,USDJPY,1.0,6225.859956461372,41434,2,3,3.0,0.6612443886663127,0.6612443886663127,0.0,0.3387556113336873,0.0001820984767455,3.2098476745506994e-05,0.00015,0.2266829413196991,0.0311762259769718,0.0824231892361085,0.4137439539345043,-0.1593767221153454,0.1956134218547221,0.2264596706846886,0.0311480221367141,0.0824230628033031,0.4134126176706458,-0.1593767221153431,0.1954364584946849,1.6782103454139962e-05,0.5,0.1147388437970958,0.1147388437970958,19316.625,37195.0,,,,,,,,,,,,,,,,,,,,,
carry_rate_momentum__AUDUSD__lookback-1440__threshold-0,carry_rate_momentum,AUDUSD,0.0,6225.859956461372,41434,23,31,46.0,0.7987160303132693,0.4161799488342906,0.3825360814789786,0.2012839696867307,0.0042299035920073,0.0019299035920073,0.0023,0.1430693746941349,0.0202954952826552,0.0986795274317158,0.2529589317592239,-0.1954173123088404,0.1038572020199519,0.1382429230450881,0.019647003819615,0.098681667584782,0.2465126952404651,-0.1971366450663974,0.0996618554251937,0.0002674758958799,0.5652173913043478,0.0071333934681636,0.0038295537137282,2032.0,7848.0,1440.0,,,,,,,,,,,,,,,,,,,,
carry_rate_momentum__AUDUSD__lookback-1440__threshold-0p25,carry_rate_momentum,AUDUSD,0.25,6225.859956461372,41434,10,20,20.0,0.2760052131100062,0.1966259593570497,0.0793792537529565,0.7239947868899937,0.0019412274396322,0.0009412274396322,0.001,0.0994434496827216,0.0143471809845909,0.0628223396940079,0.258175535235331,-0.173434840849211,0.0827237532801428,0.0973110527991121,0.0140513235992918,0.0628227776116622,0.2535307025458239,-0.1741760666391593,0.0806731020536936,0.0003325347059253,0.4,0.0114366069749353,-0.0104120302149654,1608.65,3458.0,1440.0,,,,,,,,,,,,,,,,,,,,
carry_rate_momentum__AUDUSD__lookback-1440__threshold-0p5,carry_rate_momentum,AUDUSD,0.5,6225.859956461372,41434,3,6,6.0,0.0583820051165709,0.033474923975479,0.0249070811410918,0.9416179948834292,0.0005290005646973,0.0002290005646973,0.0003,0.0449181166267542,0.0066240316054719,0.0355149498018322,0.2036572008279691,-0.0851369662979101,0.0778044120375778,0.0443654151588788,0.0065440084339138,0.0355152977192382,0.2014170868106998,-0.0852953742256521,0.0767217272135001,0.0003345322860773,0.3333333333333333,0.0168832377524688,-0.0057930315628907,1168.75,1492.0,1440.0,,,,,,,,,,,,,,,,,,,,
carry_rate_momentum__AUDUSD__lookback-2160__threshold-0,carry_rate_momentum,AUDUSD,0.0,6225.859956461372,41434,14,19,27.0,0.8299946903509196,0.4099290437804701,0.4200656465704493,0.1700053096490804,0.0025404315273847,0.0011904315273847,0.00135,-0.1140523281123664,-0.0180315076708662,0.0972973524215097,-0.1383505066489067,-0.3087212755967279,-0.0584070781516859,-0.1163001946066674,-0.0184062831187096,0.0972973971587679,-0.1422737180924226,-0.3102970066925165,-0.0593182748196762,0.0001605798241271,0.4285714285714285,-0.0068246644892619,-0.0056080229381078,3465.125,7846.0,2160.0,,,,,,,,,,,,,,,,,,,,
carry_rate_momentum__AUDUSD__lookback-2160__threshold-0p25,carry_rate_momentum,AUDUSD,0.25,6225.859956461372,41434,9,17,17.0,0.3707100448906695,0.2239465173528985,0.1467635275377709,0.6292899551093305,0.0015295211629043,0.0006795211629043,0.00085,0.0804898257353969,0.0117001938048955,0.0684593096539264,0.204157793901469,-0.1651897659121801,0.070828805527309,0.0788384957304937,0.0114677116156165,0.0684592351495844,0.2008009032905442,-0.1661027033734192,0.0690398854607184,0.0002064961957677,0.4444444444444444,0.0103178622568376,-0.0001414681050044,2399.1388888888887,6499.0,2160.0,,,,,,,,,,,,,,,,,,,,
carry_rate_momentum__AUDUSD__lookback-2160__threshold-0p5,carry_rate_momentum,AUDUSD,0.5,6225.859956461372,41434,6,12,12.0,0.1674228894144905,0.1170294926871651,0.0503933967273253,0.8325771105855095,0.0010878506874845,0.0004878506874845,0.0006,-0.0242398105570854,-0.0036803477640259,0.049780625848705,-0.0491658057914438,-0.1352793840428238,-0.0272055331273602,-0.0253007060434186,-0.0038431916267234,0.0497805950830877,-0.0524494471056414,-0.1354315009283471,-0.0283773834032655,0.0003046572994334,0.5,-0.0029525111462499,-0.0091516041977244,1666.8333333333333,2981.0,2160.0,,,,,,,,,,,,,,,,,,,,
carry_rate_momentum__AUDUSD__lookback-720__threshold-0,carry_rate_momentum,AUDUSD,0.0,6225.859956461372,41434,26,40,52.0,0.7146063619249892,0.3818120384225515,0.3327943235024376,0.2853936380750108,0.004582750247706,0.001982750247706,0.0026,-0.2334385137761475,-0.039157803304994,0.1008242976525876,-0.3457570215453005,-0.3086898138556857,-0.1268516211011114,-0.2369430276277846,-0.0398191367276909,0.100823435671798,-0.3525897649305519,-0.3114905916701078,-0.1278341554850635,0.000314004718465,0.3846153846153846,-0.0094221067988642,-0.0024011697685157,1608.0,3866.0,720.0,,,,,,,,,,,,,,,,,,,,
carry_rate_momentum__AUDUSD__lookback-720__threshold-0p25,carry_rate_momentum,AUDUSD,0.25,6225.859956461372,41434,11,22,22.0,0.1063136554520442,0.0788724236134575,0.0274412318385866,0.8936863445479558,0.0019843008670415,0.0008843008670415,0.0011,-0.0736806538563943,-0.0114344354480292,0.0560402509269291,-0.1771732739504563,-0.166529080675423,-0.0686632953334785,-0.0755167751656603,-0.0117291181486236,0.0560397874365182,-0.1824952525488246,-0.1665290806754219,-0.0704328523345697,0.0006891830979674,0.3636363636363636,-0.0067772210028307,-0.0037078723923216,549.25,1732.0,720.0,,,,,,,,,,,,,,,,,,,,
carry_rate_momentum__AUDUSD__lookback-720__threshold-0p5,carry_rate_momentum,AUDUSD,0.5,6225.859956461372,41434,3,6,6.0,0.0271757493845634,0.0173770333542501,0.0097987160303132,0.9728242506154366,0.0005279201750133,0.0002279201750133,0.0003,-0.0575996792469564,-0.0088745614821694,0.0433236531528904,-0.1840742291449348,-0.166529080675423,-0.0532913617620133,-0.0580968301711326,-0.0089531431597212,0.0433227924699071,-0.1859089112226714,-0.1665290806754219,-0.0537632413714674,0.0004643220329341,0.3333333333333333,-0.0194689122967555,-0.02223617321237,536.0833333333334,1009.0,720.0,,,,,,,,,,,,,,,,,,,,
carry_rate_momentum__EURUSD__lookback-1440__threshold-0,carry_rate_momentum,EURUSD,0.0,6225.859956461372,41434,21,22,42.0,0.9010957184920596,0.4601776318965101,0.4409180865955495,0.0989042815079403,0.0030495029299682,0.0009495029299682,0.0021,-0.2661906832856813,-0.045441439738871,0.0737581617481186,-0.5936366952701312,-0.3500224970952944,-0.1298243401951946,-0.26842569798743,-0.0458788660679629,0.0737599766786415,-0.5998343647010036,-0.3510740729726289,-0.1306814418948558,0.0002599639781912,0.2857142857142857,-0.0135378335249196,-0.0101831796235906,2505.2023809523807,8786.0,1440.0,,,,,,,,,,,,,,,,,,,,
carry_rate_momentum__EURUSD__lookback-1440__threshold-0p25,carry_rate_momentum,EURUSD,0.25,6225.859956461372,41434,13,26,26.0,0.3368972341555244,0.1934401699087705,0.1434570642467538,0.6631027658444756,0.0020123563144126,0.0007123563144126,0.0013,0.0299718421392987,0.0044472484063666,0.0496027405944371,0.1142580374785009,-0.1723937963207771,0.0257970327313378,0.0279015272124707,0.0041436133737875,0.0496019429187424,0.108163822707219,-0.1732373944681772,0.0239187006160422,0.0004040939940013,0.5384615384615384,0.0034888180369553,0.0074840472074659,1514.5,4200.0,1440.0,,,,,,,,,,,,,,,,,,,,
carry_rate_momentum__EURUSD__lookback-1440__threshold-0p5,carry_rate_momentum,EURUSD,0.5,6225.859956461372,41434,5,10,10.0,0.1286624511270936,0.0370951392576145,0.0915673118694791,0.8713375488729063,0.0007305635947824,0.0002305635947824,0.0005,0.0138352548107896,0.0020667642614267,0.0366366071325406,0.0746686803513042,-0.0968993803240177,0.0213289729461194,0.0130951457634218,0.0019568124957272,0.0366354245369968,0.0716746941445861,-0.097166497489402,0.0201387571466249,0.0003135433082111,0.4,0.0036052290961174,-0.0072226035914972,1489.4,3459.0,1440.0,,,,,,,,,,,,,,,,,,,,
carry_rate_momentum__EURUSD__lookback-2160__threshold-0,carry_rate_momentum,EURUSD,0.0,6225.859956461372,41434,15,16,30.0,0.9010957184920596,0.4582227156441569,0.4428730028479027,0.0989042815079403,0.0025994073950611,0.0010994073950611,0.0015,-0.0096267834320338,-0.0014524692948175,0.0731432316190065,0.0167026645947223,-0.2784710595692733,-0.0052158716136038,-0.0121986883323649,-0.0018425432269323,0.0731450284158738,0.0113623678353376,-0.2793705834513528,-0.0065953372905962,0.0002209936318182,0.6,0.0003372109096349,0.0085559570081288,3507.366666666667,11563.25,2160.0,,,,,,,,,,,,,,,,,,,,
carry_rate_momentum__EURUSD__lookback-2160__threshold-0p25,carry_rate_momentum,EURUSD,0.25,6225.859956461372,41434,8,16,16.0,0.4118598252642757,0.2327557078727615,0.1791041173915142,0.5881401747357243,0.0012804989595026,0.0004804989595026,0.0008,0.0022046089133853,0.0003309539851883,0.0569425114444798,0.0342881098990336,-0.2194661379236665,0.0015079956676662,0.0009221554177478,0.0001385085287926,0.0569423872383837,0.0309092013910849,-0.2201284149598446,0.0006292169451084,0.0002059537883037,0.625,0.0019815236144001,0.0094035432288938,3017.75,5953.0,2160.0,,,,,,,,,,,,,,,,,,,,
carry_rate_momentum__EURUSD__lookback-2160__threshold-0p5,carry_rate_momentum,EURUSD,0.5,6225.859956461372,41434,8,16,16.0,0.2019838779746102,0.0721629579572332,0.129820920017377,0.7980161220253897,0.0011672669537284,0.0003672669537284,0.0008,0.1139892391408963,0.016352415894431,0.0431044058528063,0.3978501911132482,-0.101341528052374,0.1613594763045213,0.1126895278893622,0.0161741500767744,0.0431048762920381,0.3937768623171155,-0.1020016403551782,0.1585675487223022,0.0003431588658331,0.625,0.0145769590708863,0.0040879716505437,1461.375,4467.0,2160.0,,,,,,,,,,,,,,,,,,,,
carry_rate_momentum__EURUSD__lookback-720__threshold-0,carry_rate_momentum,EURUSD,0.0,6225.859956461372,41434,30,31,60.0,0.9010957184920596,0.4196312207365931,0.4814644977554665,0.0989042815079403,0.0046130997538474,0.0016130997538474,0.003,-0.1436008541835247,-0.0230238753195768,0.0750855361066766,-0.2726702517780703,-0.1957819533297572,-0.1175995791644673,-0.1475421124468643,-0.0237007930159753,0.075084802654176,-0.2819046494295064,-0.1964913735668078,-0.120620017997467,0.0003855874264231,0.5,-0.0044151025713847,-0.0003281065906167,1753.6416666666669,5014.0,720.0,,,,,,,,,,,,,,,,,,,,
carry_rate_momentum__EURUSD__lookback-720__threshold-0p25,carry_rate_momentum,EURUSD,0.25,6225.859956461372,41434,15,30,30.0,0.1446879374426799,0.0726939228652797,0.0719940145774002,0.8553120625573201,0.0022519016630192,0.0007519016630192,0.0015,-0.0332827807482741,-0.0050732661652015,0.0378760456811157,-0.1153450891164702,-0.1168871908735216,-0.0434030976986271,-0.0354573324453981,-0.0054098701916559,0.0378762372774766,-0.1242780763479684,-0.1176769592934826,-0.0459722126076006,0.0009091805798568,0.5333333333333333,-0.0021056622879958,0.0071211472450887,550.25,2451.0,720.0,,,,,,,,,,,,,,,,,,,,
carry_rate_momentum__EURUSD__lookback-720__threshold-0p5,carry_rate_momentum,EURUSD,0.5,6225.859956461372,41434,5,10,10.0,0.0499348361249215,0.0301925954530096,0.0197422406719119,0.9500651638750784,0.0008070844880393,0.0003070844880393,0.0005,0.0513416638036881,0.0075514398095879,0.024848067410556,0.3151860391701858,-0.0711794961206515,0.10609009927224,0.0504935177302146,0.0074292639511965,0.0248478813996551,0.3103078109531305,-0.0711794961206518,0.1043736519095851,0.0007985705673983,0.6,0.0102176684105329,0.0147219693147371,567.65,1732.0,720.0,,,,,,,,,,,,,,,,,,,,
carry_rate_momentum__GBPUSD__lookback-1440__threshold-0,carry_rate_momentum,GBPUSD,0.0,6225.859956461372,41434,24,27,48.0,0.956822899068398,0.5848819809818023,0.3719409180865956,0.043177100931602,0.0035749897875416,0.0011749897875416,0.0024,-0.0561511914957504,-0.0086458083350637,0.0866701476858951,-0.056875335610649,-0.2801300470862075,-0.0308635522143867,-0.0595194222891648,-0.0091781986799479,0.086670150331944,-0.0630732792084392,-0.2811888459905977,-0.0326406925837124,0.0002504168700746,0.5833333333333334,-0.0019572459183357,0.0071427609671661,2328.3854166666665,6440.0,1440.0,,,,,,,,,,,,,,,,,,,,
carry_rate_momentum__GBPUSD__lookback-1440__threshold-0p25,carry_rate_momentum,GBPUSD,0.25,6225.859956461372,41434,10,20,20.0,0.2201332239223825,0.1638750784379977,0.0562581454843848,0.7798667760776175,0.0018145099851508,0.0008145099851508,0.001,0.0792040717647024,0.0115192052178931,0.0482088640675587,0.2616832067529013,-0.1225828909029992,0.0939707420263763,0.0772481920057939,0.0112435349991604,0.048207217924359,0.2560363980414202,-0.1232550001523584,0.0912217353069816,0.0004610210046695,0.4,0.0084438621964554,-0.0049513976235448,1287.1,2736.0,1440.0,,,,,,,,,,,,,,,,,,,,
carry_rate_momentum__GBPUSD__lookback-1440__threshold-0p5,carry_rate_momentum,GBPUSD,0.5,6225.859956461372,41434,4,8,8.0,0.0815513829222377,0.0467973162137375,0.0347540667085002,0.9184486170777624,0.0006481810110282,0.0002481810110282,0.0004,0.0674138059459195,0.0098509539670617,0.0312476144512867,0.3293265156715536,-0.0501262979486777,0.1965226711365697,0.0667223277848072,0.0097526287344678,0.0312468291037224,0.3262178213118304,-0.0502583703718326,0.1940498401025288,0.0004058856977839,0.5,0.0170883450196412,0.0084599244210694,1193.5625,2016.0,1440.0,,,,,,,,,,,,,,,,,,,,
carry_rate_momentum__GBPUSD__lookback-2160__threshold-0,carry_rate_momentum,GBPUSD,0.0,6225.859956461372,41434,17,17,33.0,0.947844765168702,0.6340445045132017,0.3138002606555003,0.0521552348312979,0.002385028864776,0.0007350288647759,0.00165,-0.0598530910245785,-0.0092310272916491,0.0851416653003545,-0.0663686461607849,-0.2294565890687881,-0.0402299508116622,-0.0620927356577657,-0.0095860353934024,0.085141733545533,-0.0705777355386245,-0.230259833745323,-0.0416313832833084,0.0001709231962972,0.4117647058823529,-0.0032883602697405,-0.0011042623973406,3253.808823529412,13128.0,2160.0,,,,,,,,,,,,,,,,,,,,
carry_rate_momentum__GBPUSD__lookback-2160__threshold-0p25,carry_rate_momentum,GBPUSD,0.25,6225.859956461372,41434,11,22,22.0,0.3188685620504899,0.2030458077907032,0.1158227542597866,0.68113143794951,0.0016873004344021,0.0005873004344021,0.0011,-0.0411953073704784,-0.0063011707249255,0.0595138364999683,-0.0764819132397784,-0.2182032025193502,-0.0288775354906477,-0.04281152747333,-0.0065530421304083,0.0595132857655138,-0.0807427325943992,-0.2190731823724149,-0.0299125710387883,0.0003082434554092,0.3636363636363636,-0.0031792845118216,-0.0021440991510818,1704.25,4344.0,2160.0,,,,,,,,,,,,,,,,,,,,
carry_rate_momentum__GBPUSD__lookback-2160__threshold-0p5,carry_rate_momentum,GBPUSD,0.5,6225.859956461372,41434,5,10,10.0,0.1132886035622918,0.0611575034995414,0.0521311000627503,0.8867113964377081,0.0007228649585441,0.0002228649585441,0.0005,0.0398182341501318,0.0058842729712551,0.0430502590797986,0.1577615015805088,-0.1349564398927271,0.0436012759074883,0.0390670049423698,0.0057750437376309,0.043049766464225,0.1552402393985193,-0.13521986435623,0.0427085455611526,0.0003158322889698,0.6,0.0085181726626126,0.0110303413818761,1353.2,3024.0,2160.0,,,,,,,,,,,,,,,,,,,,
