candidate_id,family,symbol,lookback,entry_z,return_stress_multiplier,spread_stress_multiplier,synthetic_total_return,synthetic_annual_return,synthetic_annual_volatility,synthetic_sharpe,synthetic_max_drawdown,synthetic_calmar,synthetic_observation_count,synthetic_terminal_nav,synthetic_worst_bar_return,synthetic_total_spread_cost,synthetic_total_commission_cost,synthetic_total_transaction_cost,fast_window,slow_window
mean_reversion__USDJPY__entry_z-1p5__lookback-48,mean_reversion,USDJPY,48.0,1.5,1.5,2.0,-0.5399311282331839,-0.11385326687083963,0.11979217491157852,-0.949165340759894,-0.5724104827902319,-0.19890143575962918,40076,0.4600688717668161,-0.02759958514193539,0.07605890947792471,0.0883,0.1643589094779247,,
mean_reversion__USDJPY__entry_z-1p5__lookback-96,mean_reversion,USDJPY,96.0,1.5,1.5,2.0,-0.3475145561450609,-0.06431224667588054,0.12119732122298248,-0.4879599002441026,-0.4050955613842233,-0.15875821116411082,40076,0.6524854438549391,-0.02759958514193539,0.03876337057966335,0.047450000000000006,0.08621337057966336,,
mean_reversion__USDJPY__entry_z-2__lookback-24,mean_reversion,USDJPY,24.0,2.0,1.5,2.0,-0.6223125318737995,-0.14066062281767677,0.11200798953205372,-1.297430328458904,-0.6305698499802993,-0.22306905860163057,40076,0.37768746812620047,-0.02762325687723849,0.10570050920466754,0.1261,0.23180050920466755,,
mean_reversion__USDJPY__entry_z-2__lookback-48,mean_reversion,USDJPY,48.0,2.0,1.5,2.0,-0.4589382271568049,-0.09119690665980251,0.1119460617217335,-0.7983001117636301,-0.494619504145727,-0.18437790239855498,40076,0.5410617728431951,-0.02759958514193539,0.06066585684328017,0.0702,0.13086585684328017,,
mean_reversion__USDJPY__entry_z-2__lookback-96,mean_reversion,USDJPY,96.0,2.0,1.5,2.0,-0.22675961029110214,-0.03924658204054765,0.11449070733429677,-0.2925443505951123,-0.3330807828042174,-0.11782901946527646,40076,0.7732403897088979,-0.02759958514193539,0.03102523777964979,0.038250000000000006,0.06927523777964979,,
mean_reversion__XAUUSD__entry_z-1p5__lookback-24,mean_reversion,XAUUSD,24.0,1.5,1.5,2.0,-0.843475679054853,-0.25078922915242474,0.23002798738717883,-1.140116706882331,-0.858161056323604,-0.2922402820594257,38760,0.15652432094514707,-0.04862316230640784,0.27967622213684107,0.1648,0.44447622213684107,,
mean_reversion__XAUUSD__entry_z-1p5__lookback-48,mean_reversion,XAUUSD,48.0,1.5,1.5,2.0,-0.7140932842502365,-0.17711474949037453,0.23088870455096397,-0.7288464352619578,-0.80023617580838,-0.22132809643535212,38760,0.2859067157497634,-0.04862316230640784,0.14711493736278938,0.0912,0.2383149373627894,,
mean_reversion__XAUUSD__entry_z-1p5__lookback-96,mean_reversion,XAUUSD,96.0,1.5,1.5,2.0,-0.7108389832039937,-0.1756634483101145,0.23071255873632426,-0.7220048281123775,-0.7950235330446449,-0.22095377181778345,38760,0.28916101679600625,-0.04862316230640784,0.07291435148345748,0.047200000000000006,0.12011435148345749,,
mean_reversion__XAUUSD__entry_z-2__lookback-24,mean_reversion,XAUUSD,24.0,2.0,1.5,2.0,-0.7707990026004896,-0.20495490279779305,0.2133942763058175,-0.968050665633838,-0.7942901872172956,-0.258035295029678,38760,0.22920099739951036,-0.04862316230640784,0.2061472458972983,0.127,0.33314724589729827,,
mean_reversion__XAUUSD__entry_z-2__lookback-48,mean_reversion,XAUUSD,48.0,2.0,1.5,2.0,-0.6378977119610214,-0.14628246187303517,0.21730380418337922,-0.619165599065567,-0.7517042134827935,-0.19460109342114734,38760,0.3621022880389786,-0.04862316230640784,0.11347125423298417,0.0718,0.18527125423298418,,
mean_reversion__XAUUSD__entry_z-2__lookback-96,mean_reversion,XAUUSD,96.0,2.0,1.5,2.0,-0.6302740548407071,-0.14350862506191953,0.21563688967016567,-0.6106430394008822,-0.710058945322342,-0.20210804470151644,38760,0.36972594515929286,-0.04862316230640784,0.054826145997066165,0.036199999999999996,0.09102614599706617,,
trend__ETHUSD__fast_window-12__slow_window-120,trend,ETHUSD,,,1.5,2.0,-0.6477764151496139,-0.14994863021020688,1.195269705233621,0.45874461046772547,-0.9371480526762748,-0.16000527321375616,40005,0.3522235848503861,-0.2596537949400799,0.9840351567811938,0.06255,1.0465851567811937,12.0,120.0
trend__ETHUSD__fast_window-12__slow_window-240,trend,ETHUSD,,,1.5,2.0,0.017704094859109842,0.002735932140934816,1.194334252417399,0.5958676244749177,-0.904205378805162,0.003025786182062022,40005,1.0177040948591098,-0.2596537949400799,0.7272363726871311,0.04035,0.7675863726871313,12.0,240.0
trend__ETHUSD__fast_window-12__slow_window-72,trend,ETHUSD,,,1.5,2.0,-0.9333783321709518,-0.3440793279929035,1.1957621244517251,0.24204691945307083,-0.9872252609859575,-0.3485317298802363,40005,0.0666216678290482,-0.2596537949400799,1.2458360260071601,0.07895,1.3247860260071602,12.0,72.0
trend__ETHUSD__fast_window-24__slow_window-120,trend,ETHUSD,,,1.5,2.0,-0.8161399713166374,-0.23177281708771313,1.195359661622876,0.3742329247096299,-0.9770320908947019,-0.2372212942109924,40005,0.1838600286833626,-0.2596537949400799,0.7136022893358369,0.04555000000000001,0.759152289335837,24.0,120.0
trend__ETHUSD__fast_window-24__slow_window-240,trend,ETHUSD,,,1.5,2.0,1.5864340093111737,0.15945143334787826,1.1935667981778295,0.7170292114404034,-0.8000742380875936,0.19929579751125698,40005,2.5864340093111737,-0.2596537949400799,0.46819981219537454,0.028150000000000005,0.4963498121953745,24.0,240.0
trend__ETHUSD__fast_window-24__slow_window-72,trend,ETHUSD,,,1.5,2.0,-0.9549499514137534,-0.3828413573095142,1.1958912259062342,0.1916609476847278,-0.9886477642469331,-0.3872373671943008,40005,0.045050048586246595,-0.2596537949400799,0.9595740588100887,0.059949999999999996,1.0195240588100887,24.0,72.0
trend__SPXUSD__fast_window-12__slow_window-120,trend,SPXUSD,,,1.5,2.0,-0.049570479038877235,-0.007930133658566318,0.30310147843295626,0.1256822462024411,-0.6004495909486717,-0.013206993189948248,38223,0.9504295209611228,-0.1017267237401146,0.068409699930993,0.05005,0.11845969993099299,12.0,120.0
trend__SPXUSD__fast_window-12__slow_window-240,trend,SPXUSD,,,1.5,2.0,0.19816991551218188,0.028717163106133148,0.30303952528289746,0.24531224058493795,-0.4214254920564695,0.06814291884906941,38223,1.1981699155121819,-0.1017267237401146,0.04850514025827134,0.03545,0.08395514025827133,12.0,240.0
trend__SPXUSD__fast_window-12__slow_window-72,trend,SPXUSD,,,1.5,2.0,-0.5307281109008224,-0.11172984130165886,0.3032770393321149,-0.23862669391398258,-0.7188120432463985,-0.1554367965192251,38223,0.46927188909917755,-0.1017267237401146,0.0988798423098258,0.07225,0.17112984230982578,12.0,72.0
trend__SPXUSD__fast_window-24__slow_window-120,trend,SPXUSD,,,1.5,2.0,-0.07252474607751314,-0.011721052642449714,0.3031286220725177,0.11304106834584711,-0.5540521398915577,-0.021155143710380447,38223,0.9274752539224869,-0.1017267237401146,0.0509611898905983,0.037250000000000005,0.08821118989059831,24.0,120.0
trend__SPXUSD__fast_window-24__slow_window-240,trend,SPXUSD,,,1.5,2.0,-0.1961773538102053,-0.03361965101582043,0.3030419339404253,0.03901179746963474,-0.63360579474974,-0.05306083260980817,38223,0.8038226461897947,-0.1017267237401146,0.03620544820360061,0.026250000000000002,0.062455448203600605,24.0,240.0
trend__SPXUSD__fast_window-24__slow_window-72,trend,SPXUSD,,,1.5,2.0,-0.36152528886242563,-0.06785065830715564,0.3032539736311476,-0.07967180966302947,-0.6811100828695713,-0.09961775638571578,38223,0.6384747111375744,-0.1017267237401146,0.07428298787201873,0.05455,0.12883298787201872,24.0,72.0
trend__USDJPY__fast_window-12__slow_window-120,trend,USDJPY,,,1.5,2.0,-0.12854872354041758,-0.02119408988657423,0.1409024542134536,-0.08146298508139345,-0.3701303874619126,-0.057261145273448145,40076,0.8714512764595824,-0.04056684944292127,0.061108929216340487,0.05945,0.1205589292163405,12.0,120.0
trend__USDJPY__fast_window-12__slow_window-240,trend,USDJPY,,,1.5,2.0,-0.11969420691947297,-0.019652327046472906,0.14087386368424928,-0.07034355436320225,-0.3042932713324412,-0.06458350840430739,40076,0.880305793080527,-0.04056684944292127,0.04757184378965393,0.04225000000000001,0.08982184378965394,12.0,240.0
trend__USDJPY__fast_window-12__slow_window-72,trend,USDJPY,,,1.5,2.0,-0.15481370674316908,-0.025846514050979597,0.14101828118290882,-0.11506320527282576,-0.4013955022490483,-0.06439163843680283,40076,0.8451862932568309,-0.04056684944292127,0.07853438380335132,0.07665000000000001,0.1551843838033513,12.0,72.0
trend__USDJPY__fast_window-24__slow_window-120,trend,USDJPY,,,1.5,2.0,-0.11745698814201977,-0.019264851716659814,0.14091779693179068,-0.06747018997616575,-0.3213857696105017,-0.059943076322288756,40076,0.8825430118579802,-0.04056684944292127,0.046656118788094794,0.04465,0.0913061187880948,24.0,120.0
trend__USDJPY__fast_window-24__slow_window-240,trend,USDJPY,,,1.5,2.0,0.017170739090839993,0.00265409835185193,0.1408630475904512,0.08935787762196189,-0.273756655203764,0.009695100745135922,40076,1.01717073909084,-0.04056684944292127,0.03297060077322719,0.02945,0.06242060077322718,24.0,240.0
trend__USDJPY__fast_window-24__slow_window-72,trend,USDJPY,,,1.5,2.0,0.03601001569797058,0.0055229324219030484,0.14100836759915583,0.10967959328594491,-0.3197380756871707,0.01727330224914046,40076,1.0360100156979706,-0.04056684944292127,0.0534388677081077,0.05675000000000001,0.11018886770810771,24.0,72.0
trend__XAUUSD__fast_window-12__slow_window-120,trend,XAUUSD,,,1.5,2.0,1.716665564723848,0.1683563563469499,0.2671557976771879,0.7160875584284679,-0.29466880524967554,0.5713409541410399,38760,2.716665564723848,-0.0855350787169466,0.10160613851881722,0.057150000000000006,0.1587561385188172,12.0,120.0
trend__XAUUSD__fast_window-12__slow_window-240,trend,XAUUSD,,,1.5,2.0,0.3399789480772011,0.04661740348244536,0.26701404042509247,0.30431352748755,-0.3879317245125816,0.1201690930047497,38760,1.339978948077201,-0.0855350787169466,0.0813009570592645,0.04075,0.12205095705926453,12.0,240.0
trend__XAUUSD__fast_window-12__slow_window-72,trend,XAUUSD,,,1.5,2.0,1.1687718507060025,0.1280940735033711,0.2674896164843326,0.5844335299090735,-0.38856531313833453,0.32965905388926947,38760,2.1687718507060025,-0.0855350787169466,0.12838309939289805,0.07635,0.20473309939289802,12.0,72.0
trend__XAUUSD__fast_window-24__slow_window-120,trend,XAUUSD,,,1.5,2.0,1.1124093689006433,0.1234787813035183,0.2671940884793665,0.5694387755327432,-0.3362608361719469,0.367211307475538,38760,2.1124093689006433,-0.0855350787169466,0.08135160801592925,0.04195,0.12330160801592926,24.0,120.0
trend__XAUUSD__fast_window-24__slow_window-240,trend,XAUUSD,,,1.5,2.0,0.5260229154347977,0.06801836168750097,0.2669398374569604,0.380162292957417,-0.41841933819159327,0.16256027262381337,38760,1.5260229154347977,-0.0855350787169466,0.06011072708996552,0.02835,0.08846072708996552,24.0,240.0
trend__XAUUSD__fast_window-24__slow_window-72,trend,XAUUSD,,,1.5,2.0,1.553234970683306,0.1571247497915751,0.26744987538320586,0.6795101746750493,-0.28545015511527116,0.5504454875077037,38760,2.553234970683306,-0.0855350787169466,0.09326214961301678,0.05235000000000001,0.14561214961301677,24.0,72.0
